$Lewiston qdt year 2016 YC 06/21/22,
172.333,-1.158347533
172.375,4.555728267
172.417,-5.029155667
172.458,4.882250267
172.5,-1.399135167
172.542,3.651965467
172.583,1.599926833
172.625,-8.1365842
172.667,-8.7322435
172.708,21.43756053
172.75,10.27963413
172.792,21.7427677
172.833,-3.909007567
172.875,-29.65063727
172.917,-35.68170743
172.958,7.828446167
173,9.719158533
173.042,4.560276633
173.083,12.23576207
173.125,5.615464833
173.167,-0.758339367
173.208,20.05700757
173.25,12.1803557
173.292,4.703291333
173.333,4.669815767
173.375,-0.101600867
173.417,2.737095633
173.458,3.190731567
173.5,-0.470669667
173.542,-1.106045367
173.583,6.8624517
173.625,-2.178463633
173.667,15.0325267
173.708,-25.41255177
173.75,7.038905967
173.792,1.763754667
173.833,10.08734307
173.875,-4.707636733
173.917,-37.7806506
173.958,27.9538551
174,10.10803233
174.042,-5.779684867
174.083,12.18442847
174.125,10.28406363
174.167,4.573195933
174.208,17.7641736
174.25,13.86038513
174.292,11.34665553
174.333,-1.491693033
174.375,-1.671977667
174.417,-21.69438527
174.458,-45.34589107
174.5,-13.30729683
174.542,13.16140583
174.583,-11.4032375
174.625,19.14498623
174.667,0.3379614
174.708,29.01036827
174.75,10.28338183
174.792,11.1474511
174.833,1.797962
174.875,34.13525353
174.917,15.1608842
174.958,-10.0879772
175,4.200161567
175.042,1.926663567
175.083,-1.734066167
175.125,-4.407664833
175.167,0.840789033
175.208,-0.076235367
175.25,-0.923286867
175.292,1.370597967
175.333,-17.2291155
175.375,3.72148583
175.417,2.000983367
175.458,1.640425733
175.5,12.07200583
175.542,-34.34486717
175.583,-10.65065077
175.625,6.18595667
175.667,0.861627567
175.708,7.5189641
175.75,5.980239367
175.792,4.244615933
175.833,41.82855407
175.875,41.32104323
175.917,19.8599931
175.958,-25.84773543
176,-14.66833317
176.042,11.48139703
176.083,3.114816633
176.125,2.0645861
176.167,3.364856433
176.208,-0.0127027
176.25,-0.931221267
176.292,0.9814357
176.333,0.276963433
176.375,5.059969233
176.417,-0.9221165
176.458,12.22663753
176.5,10.1433537
176.542,-48.008442
176.583,-20.808803
176.625,0.6190466
176.667,-2.144540933
176.708,10.705437
176.75,9.9192306
176.792,9.29388053
176.833,4.1759888
176.875,47.420788
176.917,16.96448813
176.958,8.390769133
177,3.4997909
177.042,-1.9744071
177.083,-0.4465403
177.125,-1.609849033
177.167,-3.005036333
177.208,3.2883762
177.25,-2.833152933
177.292,0.2808193
177.333,4.6874166
177.375,-2.143304433
177.417,-1.142680033
177.458,3.772515067
177.5,-5.228929467
177.542,-32.12096507
177.583,-15.64152317
177.625,5.10455137
177.667,-3.501824733
177.708,12.5766026
177.75,11.2756993
177.792,3.526048
177.833,7.76299623
177.875,43.26707467
177.917,12.9162035
177.958,1.6813175
178,7.914658267
178.042,-0.340153533
178.083,-3.789494033
178.125,-0.528054633
178.167,-0.641560667
178.208,1.742640967
178.25,1.940565467
178.292,0.603025333
178.333,-7.7485463
178.375,-0.181496467
178.417,3.217951867
178.458,1.694365933
178.5,1.888887867
178.542,-35.8025293
178.583,4.42996333
178.625,0.42786277
178.667,-5.692779167
178.708,2.416394733
178.75,4.583567233
178.792,8.667722233
178.833,-0.937967667
178.875,54.8293076
178.917,16.74453997
178.958,-2.39684343
179,10.00466733
179.042,1.4847884
179.083,-7.094480633
179.125,0.2264204
179.167,3.487973
179.208,1.3605167
179.25,1.1054707
179.292,-0.727290833
179.333,2.267415367
179.375,-0.176992933
179.417,0.319709167
179.458,8.9174641
179.5,-1.121133767
179.542,-26.8691885
179.583,-9.71257597
179.625,4.6937225
179.667,-4.8732191
179.708,1.905451867
179.75,5.784937
179.792,1.9538591
179.833,43.04712113
179.875,20.10368807
179.917,-4.62553817
179.958,13.16156
180,-0.694839167
180.042,2.5337077
180.083,-3.181056733
180.125,3.0666778
180.167,-2.025315133
180.208,-0.664743067
180.25,6.5000317
180.292,-0.9685726
180.333,2.744223933
180.375,-2.528988133
180.417,-15.92143737
180.458,1.8304864
180.5,1.0627962
180.542,-32.1542859
180.583,3.86528523
180.625,-3.132967467
180.667,-8.279455633
180.708,5.048921667
180.75,11.43882427
180.792,1.743567967
180.833,2.344249867
180.875,40.80182093
180.917,24.8419267
180.958,-7.663056
181,16.40486497
181.042,-6.135781867
181.083,0.839806167
181.125,2.2915918
181.167,4.5552761
181.208,-0.208333033
181.25,1.646209533
181.292,1.0814664
181.333,-0.0152238
181.375,-0.706836833
181.417,-3.0706602
181.458,19.93040163
181.5,-18.7419984
181.542,-23.6501573
181.583,-6.53631863
181.625,1.31723913
181.667,-0.320857067
181.708,5.214750233
181.75,-0.184352567
181.792,-1.7605187
181.833,34.18166007
181.875,22.1456698
181.917,-4.77889873
181.958,4.466486167
182,2.3547628
182.042,4.205542533
182.083,2.908624767
182.125,0.351195367
182.167,-1.762134033
182.208,-2.173192167
182.25,0.306036667
182.292,-1.182541733
182.333,-2.920706333
182.375,21.16833383
182.417,13.0858885
182.458,24.72279703
182.5,7.6035551
182.542,-77.51596587
182.583,-18.94195037
182.625,16.60431723
182.667,13.99318073
182.708,13.88483013
182.75,19.24097043
182.792,17.69483973
182.833,13.31402163
182.875,11.91223893
182.917,-52.98453587
182.958,15.1203954
183,7.0135997
183.042,7.996797033
183.083,0.3148742
183.125,2.4809264
183.167,-2.6657434
183.208,8.0125878
183.25,8.6708476
183.292,10.6472314
183.333,9.113601
183.375,8.4063201
183.417,-10.6034105
183.458,-57.59617763
183.5,-61.7526307
183.542,-32.23797573
183.583,26.42327107
183.625,26.2331858
183.667,32.80969127
183.708,12.78358857
183.75,11.85404823
183.792,0.697287
183.833,8.003687233
183.875,46.24687753
183.917,12.50959493
183.958,-1.0464118
184,5.8320103
184.042,0.87916
184.083,-0.9591942
184.125,2.4718496
184.167,-4.4462017
184.208,8.268570767
184.25,0.4313159
184.292,-0.962668567
184.333,1.4463513
184.375,-0.578982
184.417,4.655588633
184.458,0.213008467
184.5,-6.246141533
184.542,-30.1092511
184.583,-6.914466167
184.625,-5.60713347
184.667,2.799503767
184.708,4.836368067
184.75,5.348334933
184.792,3.406955533
184.833,5.654549267
184.875,36.24454553
184.917,13.66788977
184.958,1.89815927
185,5.8995231
185.042,3.081947
185.083,-3.5734545
185.125,2.9516935
185.167,-2.107400033
185.208,1.3527095
185.25,0.6586561
185.292,2.0763395
185.333,1.791448
185.375,-0.957994333
185.417,1.1142133
185.458,16.55233423
185.5,4.7319625
185.542,-48.12006453
185.583,-16.45596747
185.625,-8.6103017
185.667,10.84266667
185.708,11.32148957
185.75,5.815131833
185.792,-1.019680667
185.833,6.2395284
185.875,42.16601417
185.917,-3.1839987
185.958,26.30567373
186,-18.1226174
186.042,8.06588113
186.083,-1.701139933
186.125,1.7070019
186.167,3.121829433
186.208,0.716666133
186.25,-2.815371767
186.292,1.447484933
186.333,0.510110433
186.375,1.462348633
186.417,2.471705433
186.458,3.243456633
186.5,-8.97461307
186.542,-26.25845877
186.583,-2.01912813
186.625,-1.4554977
186.667,-8.9427841
186.708,6.633295167
186.75,12.02094533
186.792,-2.139379633
186.833,6.46096233
186.875,36.730335
186.917,11.36486897
186.958,-5.061941767
187,5.229850167
187.042,5.736671
187.083,2.663479933
187.125,-2.668158333
187.167,8.660687367
187.208,-5.631468933
187.25,1.303068833
187.292,3.3185918
187.333,-4.738921667
187.375,4.0187453
187.417,0.034190367
187.458,-32.44772227
187.5,-2.2238411
187.542,4.1041822
187.583,-7.831996533
187.625,10.30418103
187.667,-0.251986633
187.708,9.3950366
187.75,6.0462218
187.792,2.118915933
187.833,7.3959169
187.875,34.10115913
187.917,11.26827963
187.958,3.3679179
188,9.267563633
188.042,-3.123931167
188.083,-0.004743467
188.125,-4.6130246
188.167,-6.2893525
188.208,7.357024533
188.25,-0.4782762
188.292,-2.6044003
188.333,0.315937633
188.375,2.654023
188.417,-7.040037733
188.458,-52.95662253
188.5,10.76150483
188.542,11.67686983
188.583,2.986066767
188.625,-1.0552506
188.667,4.194656033
188.708,5.013150533
188.75,0.1051467
188.792,2.067965967
188.833,7.64275817
188.875,47.1706017
188.917,33.50597793
188.958,-13.37545467
189,-21.78174667
189.042,-2.392076
189.083,-8.31771547
189.125,3.261070933
189.167,-10.56103757
189.208,12.84430157
189.25,11.82269383
189.292,-5.7445222
189.333,8.672448067
189.375,-0.055810867
189.417,3.931867467
189.458,-0.5010907
189.5,2.6713573
189.542,-43.85836277
189.583,-2.1439655
189.625,-0.67403557
189.667,-1.5564762
189.708,6.856855833
189.75,6.110739233
189.792,5.594648333
189.833,9.78450267
189.875,36.3528992
189.917,4.35165363
189.958,-4.8938638
190,10.26302393
190.042,-2.561836833
190.083,-4.2438047
190.125,5.284394733
190.167,-1.7829388
190.208,-0.586816
190.25,1.0283506
190.292,-0.6927014
190.333,1.8778257
190.375,0.9443883
190.417,2.6543073
190.458,-0.0200642
190.5,1.8920378
190.542,-3.742130267
190.583,-27.69540053
190.625,-3.9446645
190.667,-0.937327133
190.708,-5.715833933
190.75,13.2118475
190.792,2.503232367
190.833,7.330701967
190.875,-15.37542083
190.917,59.9257978
190.958,-14.97146083
191,4.726167033
191.042,-0.096928267
191.083,9.208307967
191.125,2.1220042
191.167,-5.099225467
191.208,12.11951167
191.25,14.15168773
191.292,11.20886723
191.333,3.032916667
191.375,3.997680667
191.417,7.001589933
191.458,-3.568402167
191.5,-5.6378424
191.542,-41.4550152
191.583,-20.34937697
191.625,-8.316695167
191.667,10.6882636
191.708,6.916234667
191.75,0.991453667
191.792,7.7715794
191.833,5.216177533
191.875,26.8472876
191.917,-5.170755167
191.958,-8.78847423
192,14.8283488
192.042,4.7136539
192.083,1.3532154
192.125,2.5780361
192.167,2.363529
192.208,9.07890717
192.25,3.815510433
192.292,3.508468467
192.333,4.241363833
192.375,3.266849867
192.417,-1.986572633
192.458,5.412244033
192.5,-3.4317756
192.542,-6.494213633
192.583,9.5678201
192.625,7.136444867
192.667,-3.0831067
192.708,-1.3549358
192.75,0.129007733
192.792,-2.2131098
192.833,7.392452567
192.875,-21.1450023
192.917,-16.11121487
192.958,5.012079167
193,1.647665833
193.042,-1.430914467
193.083,3.505326067
193.125,3.841972767
193.167,1.447331633
193.208,4.335671967
193.25,5.552578867
193.292,1.425629433
193.333,0.879325267
193.375,17.8556751
193.417,46.2838866
193.458,7.49621277
193.5,-9.708025167
193.542,-50.26883153
193.583,-22.17503697
193.625,-0.7918915
193.667,1.1613142
193.708,7.290047033
193.75,7.294116333
193.792,-7.294101
193.833,-3.021658467
193.875,29.82044037
193.917,-2.448956633
193.958,3.316976867
194,14.98770507
194.042,-3.610176267
194.083,10.8637297
194.125,1.074484633
194.167,-1.407315933
194.208,18.21511567
194.25,26.88481507
194.292,-3.320076667
194.333,-7.826987233
194.375,18.80823937
194.417,11.3967156
194.458,9.104749967
194.5,-56.71566913
194.542,-18.4193691
194.583,-5.87300577
194.625,-4.954675967
194.667,-3.782055567
194.708,3.663980233
194.75,4.367235133
194.792,2.742845633
194.833,3.893927833
194.875,58.2764879
194.917,-41.81147987
194.958,-5.601622833
195,1.624022433
195.042,10.6477404
195.083,-0.658019567
195.125,5.228509767
195.167,-4.171758333
195.208,28.76757127
195.25,17.1371199
195.292,17.90033467
195.333,-31.84167707
195.375,-18.38688937
195.417,-5.640486667
195.458,0.787294633
195.5,20.94343067
195.542,-29.3899659
195.583,-1.891977667
195.625,-1.7610894
195.667,-0.398832667
195.708,-0.2652342
195.75,2.6469383
195.792,2.808292967
195.833,9.71057627
195.875,25.82974883
195.917,-28.9465477
195.958,29.01400823
196,-34.5521036
196.042,42.34946323
196.083,6.333339633
196.125,2.019617933
196.167,-7.0600015
196.208,18.22185107
196.25,26.11963297
196.292,-21.66021187
196.333,-12.98195903
196.375,-9.111305467
196.417,2.263517967
196.458,-1.979208633
196.5,-28.48406437
196.542,-2.3863437
196.583,-0.5078702
196.625,0.6157116
196.667,6.6836697
196.708,-1.637261167
196.75,6.604878933
196.792,-1.410994233
196.833,13.01706023
196.875,28.5488473
196.917,-3.4163375
196.958,8.32454027
197,18.11223037
197.042,7.840299633
197.083,1.715668567
197.125,-2.342490067
197.167,-4.958887567
197.208,13.1765473
197.25,-21.57978427
197.292,-25.2677284
197.333,-11.43496227
197.375,-1.16321483
197.417,1.778430767
197.458,0.025924733
197.5,1.151236333
197.542,9.0768554
197.583,-0.849217667
197.625,2.7909041
197.667,24.08577247
197.708,-23.0523048
197.75,5.7618561
197.792,35.7517351
197.833,3.35786213
197.875,12.77808387
197.917,12.3085641
197.958,-10.93446733
198,-2.681469967
198.042,4.680731067
198.083,-14.7560806
198.125,-22.71838007
198.167,34.89804403
198.208,-20.0471589
198.25,-2.2072803
198.292,6.643201867
198.333,-3.437191967
198.375,3.800071333
198.417,1.392507867
198.458,9.5180917
198.5,-5.1708523
198.542,-3.954496633
198.583,3.133977967
198.625,-18.88472153
198.667,-4.79402737
198.708,-1.9793871
198.75,7.6957592
198.792,0.197910333
198.833,6.1331737
198.875,44.64189737
198.917,31.14516457
198.958,-16.95327647
199,-21.80228
199.042,2.073237733
199.083,3.496264667
199.125,-2.092303767
199.167,-1.625890833
199.208,14.26145903
199.25,19.5318969
199.292,3.009337533
199.333,-1.8013836
199.375,-3.112274333
199.417,-0.3126731
199.458,-20.72795327
199.5,4.875378467
199.542,-1.680517867
199.583,-1.188033467
199.625,-19.60575677
199.667,-3.531493733
199.708,2.977512067
199.75,0.756648433
199.792,3.378732367
199.833,3.914313767
199.875,40.08511943
199.917,1.160587567
199.958,-6.06027187
200,10.53421007
200.042,-4.68692
200.083,2.401455133
200.125,2.773461733
200.167,-5.748233333
200.208,0.4546949
200.25,20.0906512
200.292,-11.88661717
200.333,8.217065333
200.375,-0.815958767
200.417,-1.847495167
200.458,0.6592299
200.5,0.959803533
200.542,-30.25120617
200.583,-5.697193967
200.625,3.83127723
200.667,-3.731874867
200.708,3.201100433
200.75,-1.383209533
200.792,-0.119005167
200.833,9.12665557
200.875,27.2784958
200.917,-11.5540284
200.958,-2.352797367
201,4.846144433
201.042,13.054492
201.083,1.3900699
201.125,0.2026004
201.167,-1.971563667
201.208,14.30738173
201.25,9.327305767
201.292,1.428931
201.333,2.785266767
201.375,0.4506561
201.417,-17.2944761
201.458,-25.78400333
201.5,-3.018601433
201.542,-1.14995603
201.583,4.223130433
201.625,0.0015944
201.667,7.532786167
201.708,1.290135833
201.75,7.8680455
201.792,0.412779067
201.833,3.918519167
201.875,28.879032
201.917,-8.5519745
201.958,-5.0342203
202,5.990206067
202.042,0.021818933
202.083,4.685833167
202.125,-1.572541167
202.167,-2.160720433
202.208,17.38274563
202.25,12.3544765
202.292,-6.2603644
202.333,5.8611422
202.375,-3.5862187
202.417,-2.662964833
202.458,18.55888357
202.5,-53.2428951
202.542,10.18240097
202.583,-12.53550367
202.625,-2.3597354
202.667,0.029291033
202.708,3.916478467
202.75,4.359923767
202.792,3.8158471
202.833,2.053403267
202.875,24.5648712
202.917,-21.21194373
202.958,3.3903902
203,26.72854743
203.042,1.823310733
203.083,-2.021775867
203.125,-0.468593167
203.167,0.916092367
203.208,8.83975017
203.25,-2.362758133
203.292,2.106082
203.333,1.9815141
203.375,1.0564349
203.417,6.0272507
203.458,-7.555095733
203.5,-1.472517567
203.542,-28.23810843
203.583,12.7962577
203.625,-16.87318963
203.667,4.220523533
203.708,-1.906098333
203.75,5.0756026
203.792,6.413135067
203.833,9.15445797
203.875,16.3676916
203.917,-4.122199733
203.958,-6.981686933
204,3.563392033
204.042,7.493289
204.083,-4.862012
204.125,-1.0686614
204.167,5.092843033
204.208,0.1052295
204.25,0.3514792
204.292,2.642768033
204.333,1.3914419
204.375,-0.0586089
204.417,2.048468733
204.458,29.85485007
204.5,-10.2557644
204.542,2.3221903
204.583,0.057312467
204.625,-2.7725176
204.667,-7.056280933
204.708,-2.935121433
204.75,-1.0510505
204.792,0.7871206
204.833,-30.39146867
204.875,6.59085973
204.917,-13.91374773
204.958,-0.610670867
205,13.55666863
205.042,4.770525433
205.083,1.767278033
205.125,0.647231433
205.167,-1.8105546
205.208,4.567478833
205.25,2.274755733
205.292,1.065805633
205.333,0.734465433
205.375,9.0736735
205.417,9.314964067
205.458,-27.22143613
205.5,32.23305697
205.542,6.439010367
205.583,7.083411167
205.625,-38.18969217
205.667,-2.5926247
205.708,-1.910084367
205.75,-1.568743833
205.792,-0.1728826
205.833,12.00935027
205.875,6.74665637
205.917,-11.04501583
205.958,4.502083433
206,7.343857
206.042,2.758602433
206.083,1.829602433
206.125,1.416511433
206.167,1.520928633
206.208,2.696458833
206.25,-2.387396
206.292,4.162396467
206.333,-1.3420774
206.375,4.105881333
206.417,1.296841633
206.458,33.28549567
206.5,-7.17203993
206.542,-11.59337953
206.583,-12.4762326
206.625,3.020188233
206.667,-1.622495167
206.708,-21.0833158
206.75,-0.8341102
206.792,-10.48996617
206.833,4.9911543
206.875,18.78105953
206.917,-15.15407577
206.958,4.087036667
207,0.237734
207.042,7.207303133
207.083,5.403434333
207.125,-2.5733388
207.167,5.039537433
207.208,2.083321833
207.25,2.445529733
207.292,1.629368733
207.333,2.069477733
207.375,2.302397833
207.417,-8.8113312
207.458,9.808168667
207.5,-14.1783178
207.542,4.4705493
207.583,-1.003142833
207.625,3.8515942
207.667,5.8183164
207.708,-8.2483754
207.75,-2.366367433
207.792,-1.938748833
207.833,4.962256567
207.875,24.022779
207.917,-17.71296047
207.958,4.509503933
208,9.0131406
208.042,6.834253133
208.083,2.178534633
208.125,-0.380764467
208.167,1.364076733
208.208,2.407333633
208.25,0.190335533
208.292,2.399754333
208.333,2.608752733
208.375,-1.7274731
208.417,-1.8713518
208.458,32.32854743
208.5,-7.55967643
208.542,1.841407567
208.583,-6.189039167
208.625,-12.1213589
208.667,-0.3996386
208.708,-2.0096363
208.75,-0.451356833
208.792,-24.39871997
208.833,-2.0864812
208.875,11.28156177
208.917,-26.3428799
208.958,1.588937
209,15.5261184
209.042,1.297410967
209.083,4.293743833
209.125,0.9704158
209.167,11.57056707
209.208,8.974836733
209.25,3.142458333
209.292,2.670463833
209.333,1.111446833
209.375,1.870889433
209.417,-2.7798091
209.458,30.71668483
209.5,27.2012518
209.542,-34.88546813
209.583,-36.47842963
209.625,-23.13925283
209.667,-3.6872891
209.708,13.04271013
209.75,6.5471191
209.792,-1.8106198
209.833,10.84253587
209.875,26.89282543
209.917,-3.298770267
209.958,1.268950433
210,6.534520133
210.042,2.981910433
210.083,-5.777705
210.125,2.998573733
210.167,3.826076733
210.208,-0.905076767
210.25,0.571861133
210.292,1.849600233
210.333,1.282631933
210.375,15.93766207
210.417,45.10899657
210.458,-1.099977633
210.5,-6.384772967
210.542,-37.2960406
210.583,-40.71869387
210.625,-10.977742
210.667,-4.813942733
210.708,-1.804291533
210.75,8.504120933
210.792,-0.2002028
210.833,4.0021666
210.875,28.04227257
210.917,-22.91256977
210.958,5.529758067
211,13.66176723
211.042,-1.646104367
211.083,5.962409767
211.125,-0.580967167
211.167,5.308763267
211.208,-2.044267267
211.25,4.631784567
211.292,-2.071634467
211.333,3.434989067
211.375,-1.318757067
211.417,28.0227111
211.458,-7.30147993
211.5,-25.62857517
211.542,-19.15304573
211.583,-7.468478233
211.625,32.5954058
211.667,16.2982651
211.708,3.099656567
211.75,6.03900193
211.792,-3.737080533
211.833,3.952627933
211.875,-9.10490587
211.917,-16.5649793
211.958,2.438420167
212,3.575362567
212.042,-2.327066833
212.083,0.813188867
212.125,-0.083848833
212.167,1.876887267
212.208,1.403630967
212.25,0.722415067
212.292,1.194480667
212.333,0.964823667
212.375,1.296819667
212.417,-0.7281704
212.458,-8.8814134
212.5,-34.04032737
212.542,40.78014777
212.583,-17.74528037
212.625,0.407759033
212.667,4.789351833
212.708,0.6178003
212.75,12.19100343
212.792,-0.946333567
212.833,8.30936377
212.875,22.27937417
212.917,-11.6974033
212.958,0.592322367
213,1.842524467
213.042,3.5024284
213.083,6.1833158
213.125,-4.184759733
213.167,6.5497458
213.208,-1.503870733
213.25,3.5264992
213.292,-2.812785533
213.333,2.6429987
213.375,-0.4497259
213.417,14.8390153
213.458,49.12232563
213.5,-62.55370203
213.542,-17.45725323
213.583,-4.65177623
213.625,-6.2697272
213.667,-1.8675954
213.708,3.341702967
213.75,1.694756367
213.792,1.0119947
213.833,7.52721763
213.875,31.41812247
213.917,-3.7910004
213.958,-14.94485137
214,10.5150979
214.042,0.9832342
214.083,0.5255214
214.125,2.5665476
214.167,2.066432633
214.208,-1.960497667
214.25,-0.8275935
214.292,-2.547317167
214.333,7.893073833
214.375,-7.5655061
214.417,4.4461836
214.458,2.623503733
214.5,33.01290837
214.542,-70.41914557
214.583,-6.958752133
214.625,16.16103403
214.667,1.7424301
214.708,-3.8709671
214.75,4.802337933
214.792,-1.5947491
214.833,4.325430133
214.875,25.63661727
214.917,-10.0259843
214.958,0.6141383
215,11.23282033
215.042,-2.5843241
215.083,4.647720333
215.125,-2.0705767
215.167,-1.130751467
215.208,-0.048208267
215.25,-1.5001876
215.292,2.468369933
215.333,3.223900933
215.375,-0.9925433
215.417,-0.920486
215.458,3.673197567
215.5,27.3095284
215.542,-4.44090817
215.583,-7.0986894
215.625,-30.14710257
215.667,-14.37307503
215.708,0.1060013
215.75,-1.1526957
215.792,-0.846093
215.833,2.393348567
215.875,-28.60836023
215.917,63.06160553
215.958,1.421389833
216,-8.7451782
216.042,10.98420483
216.083,-1.8597722
216.125,1.604319633
216.167,-1.8781332
216.208,1.197067233
216.25,2.558591533
216.292,-2.8164494
216.333,1.804259233
216.375,-1.889186267
216.417,22.99567027
216.458,38.44653063
216.5,-3.403716733
216.542,-46.2558298
216.583,-29.48971563
216.625,-9.42271893
216.667,-5.999638467
216.708,0.227120767
216.75,-5.743175067
216.792,5.4272969
216.833,8.5622622
216.875,16.57518107
216.917,-5.344088267
216.958,-4.5972691
217,15.70807033
217.042,-0.7028305
217.083,5.000330533
217.125,-3.5545433
217.167,1.454782533
217.208,-2.8051811
217.25,2.241414933
217.292,-3.607752
217.333,-15.98816247
217.375,6.664654567
217.417,7.762831367
217.458,-1.799794833
217.5,-2.040859667
217.542,1.581374667
217.583,-1.431244133
217.625,2.7623256
217.667,58.58075393
217.708,18.6013965
217.75,-41.68325587
217.792,-10.48082123
217.833,-12.53971597
217.875,-4.4189167
217.917,-0.3486254
217.958,10.24144743
218,-5.4306298
218.042,3.172267133
218.083,1.585598433
218.125,4.475295233
218.167,-3.570204133
218.208,1.823107033
218.25,-1.165535067
218.292,2.223811633
218.333,-8.66393223
218.375,1.7364694
218.417,3.10145
218.458,-1.5787972
218.5,-25.7898114
218.542,55.40414713
218.583,-44.40685137
218.625,16.41005183
218.667,-0.9810879
218.708,4.924758833
218.75,-1.031988433
218.792,-4.070374067
218.833,60.3556471
218.875,-42.7392008
218.917,-16.95988503
218.958,7.2809072
219,9.7501201
219.042,3.172839533
219.083,-0.082415567
219.125,-0.093024833
219.167,3.678516567
219.208,-0.837983
219.25,2.306880333
219.292,4.449783867
219.333,2.699734067
219.375,13.77134733
219.417,30.8402358
219.458,19.7377742
219.5,11.94467313
219.542,-40.52782907
219.583,-55.83533533
219.625,-14.54662147
219.667,3.345774433
219.708,3.4169869
219.75,10.05999777
219.792,9.2458865
219.833,0.8217044
219.875,3.25900743
219.917,0.4680418
219.958,24.78681053
220,0.7820857
220.042,0.660368567
220.083,-0.982875267
220.125,3.125477833
220.167,-1.929987667
220.208,3.526315567
220.25,0.182070733
220.292,-0.041248867
220.333,25.5097247
220.375,3.54306907
220.417,8.9730341
220.458,-10.05853613
220.5,22.1720484
220.542,-28.31910133
220.583,6.523163767
220.625,-37.3829834
220.667,-15.60625233
220.708,-0.506512833
220.75,3.549400767
220.792,0.930111567
220.833,34.0540409
220.875,7.2518615
220.917,-22.34005827
220.958,4.536608167
221,1.8613406
221.042,-1.0838174
221.083,2.929375233
221.125,-0.216095967
221.167,-1.8394298
221.208,1.772053833
221.25,-2.032182
221.292,2.203459033
221.333,-0.7146732
221.375,2.574254233
221.417,2.327334133
221.458,0.051772
221.5,0.541208133
221.542,35.47478273
221.583,-62.1662157
221.625,3.797349367
221.667,7.08921107
221.708,-10.84766163
221.75,3.2868676
221.792,-2.259998333
221.833,8.2034737
221.875,25.98231793
221.917,-2.0052955
221.958,-17.27208317
222,8.445272567
222.042,10.7135184
222.083,1.427837933
222.125,-6.1726448
222.167,4.241621067
222.208,3.828507233
222.25,-2.4228326
222.292,23.1120872
222.333,5.364956467
222.375,1.315051833
222.417,1.2106877
222.458,6.102168
222.5,-27.2922812
222.542,-6.90505927
222.583,-5.83926103
222.625,-5.3956452
222.667,12.68574513
222.708,6.878252267
222.75,-1.18858
222.792,-11.4949442
222.833,7.75883227
222.875,30.2040532
222.917,-13.8561658
222.958,3.356251967
223,4.1336941
223.042,2.696437467
223.083,9.304014367
223.125,-3.465463
223.167,-0.459772533
223.208,21.91386503
223.25,17.50491503
223.292,-4.240555967
223.333,3.5835977
223.375,-12.53983207
223.417,26.80606747
223.458,-25.51777543
223.5,-0.980903767
223.542,-2.376797633
223.583,-40.76406817
223.625,-14.47778293
223.667,-0.031627033
223.708,1.4991294
223.75,5.385541967
223.792,-4.351553833
223.833,8.3283761
223.875,24.1433591
223.917,-17.46725993
223.958,2.274443467
224,9.281955533
224.042,-0.801298
224.083,3.182059267
224.125,7.050482867
224.167,2.686519533
224.208,0.487008333
224.25,5.508492167
224.292,2.273855133
224.333,0.548546233
224.375,-1.329900567
224.417,42.79250347
224.458,30.88286733
224.5,8.7018934
224.542,-79.82130397
224.583,-33.14181197
224.625,0.52842747
224.667,8.948281167
224.708,5.892509267
224.75,1.798188267
224.792,1.326943767
224.833,34.9921646
224.875,-16.10774337
224.917,-5.525055033
224.958,2.348959433
225,1.5107606
225.042,5.284412667
225.083,3.218551267
225.125,-3.607639167
225.167,1.199694333
225.208,4.014034933
225.25,1.473527933
225.292,2.799512267
225.333,0.055560333
225.375,42.17940473
225.417,59.25079743
225.458,8.54355187
225.5,-9.723089533
225.542,-42.0742818
225.583,-43.85738523
225.625,-3.31434773
225.667,-3.80443103
225.708,-6.592065333
225.75,8.0347621
225.792,-4.619135267
225.833,16.95739603
225.875,15.63084247
225.917,-15.17755263
225.958,6.2279705
226,4.336081467
226.042,0.257138433
226.083,11.2993538
226.125,-2.184897467
226.167,1.893695433
226.208,0.897905633
226.25,1.572761633
226.292,3.513564267
226.333,1.794483733
226.375,0.192626633
226.417,45.79006887
226.458,10.33746413
226.5,8.645020333
226.542,-44.08417997
226.583,-34.7126552
226.625,-6.15713963
226.667,-2.454923167
226.708,5.8298126
226.75,6.829687367
226.792,-4.128995233
226.833,9.61731973
226.875,18.9910147
226.917,-13.56993943
226.958,2.734799567
227,4.1508718
227.042,5.383523533
227.083,2.415468867
227.125,-3.016820267
227.167,4.496739067
227.208,2.977451933
227.25,0.383364433
227.292,1.461511433
227.333,3.267625667
227.375,-0.533042667
227.417,42.45556713
227.458,32.55518667
227.5,-6.6535262
227.542,-40.88570053
227.583,-31.30858243
227.625,-14.8228087
227.667,-18.73493747
227.708,0.635907667
227.75,10.35593327
227.792,-2.9040382
227.833,20.07122167
227.875,49.6031891
227.917,-26.87469563
227.958,-9.5663901
228,12.99011107
228.042,-1.2502929
228.083,0.064593233
228.125,4.114873167
228.167,-8.155836433
228.208,18.36654337
228.25,12.23019827
228.292,-8.536110933
228.333,4.8415705
228.375,0.8049463
228.417,-4.279976967
228.458,-5.185357667
228.5,9.196963133
228.542,-17.40713903
228.583,-32.19540593
228.625,-18.05723397
228.667,2.84565013
228.708,-2.582741167
228.75,12.61697283
228.792,-1.2202938
228.833,2.77544517
228.875,48.35961177
